Accno	Trimpoints Used	Used Trimmed Length	Orig Trimpoints	Orig Trimmed Length	Raw Length
HNV3Z9J01AH9NO	59-331	273	15-331	317	517
HNV3Z9J01B8LBJ	60-362	303	15-362	348	503
HNV3Z9J01ENLQL	59-334	276	15-334	320	338
HNV3Z9J01EM6KA	66-320	255	15-320	306	482
HNV3Z9J01BBSUZ	59-339	281	15-339	325	531
HNV3Z9J01API9T	59-288	230	15-288	274	501
HNV3Z9J01EHFU6	58-351	294	15-351	337	354
HNV3Z9J01BNSIF	40-54	15	15-54	40	550
HNV3Z9J01ESK4J	37-378	342	15-378	364	537
HNV3Z9J01D5GC9	59-79	21	15-79	65	623
HNV3Z9J01DAY1A	58-300	243	15-300	286	301
HNV3Z9J01ASDLM	58-416	359	15-416	402	535
HNV3Z9J01EX318	36-36	1	15-69	55	510
HNV3Z9J01D60OZ	61-472	412	15-472	458	522
HNV3Z9J01BIIX7	61-243	183	15-243	229	246
HNV3Z9J01ECWZG	38-251	214	15-287	273	542
HNV3Z9J01EDVTJ	60-322	263	15-322	308	361
HNV3Z9J01BSSKQ	66-250	185	15-250	236	529
HNV3Z9J01EOXZW	61-366	306	15-366	352	492
HNV3Z9J01C86V8	37-383	347	15-383	369	531
HNV3Z9J01B917X	59-277	219	15-277	263	497
HNV3Z9J01DBNMP	60-339	280	15-339	325	494
HNV3Z9J01DWV94	37-337	301	15-337	323	513
HNV3Z9J01AW4KS	63-396	334	15-396	382	523
HNV3Z9J01EX5UL	65-422	358	15-422	408	545
HNV3Z9J01EUHHI	58-447	390	15-478	464	528
HNV3Z9J01DWIDU	37-238	202	15-238	224	599
HNV3Z9J01BBCRU	59-401	343	15-401	387	536
HNV3Z9J01B3FUC	58-333	276	15-333	319	513
HNV3Z9J01AS5J9	59-380	322	15-380	366	527
HNV3Z9J01DBAWQ	59-373	315	15-373	359	513
HNV3Z9J01CJ8XO	59-287	229	15-287	273	537
HNV3Z9J01EDMUY	62-373	312	15-408	394	536
HNV3Z9J01BKNGZ	39-59	21	15-68	54	606
HNV3Z9J01DAOB7	59-406	348	15-406	392	507
HNV3Z9J01B1TIT	72-437	366	15-471	457	535
HNV3Z9J01C5XEN	60-468	409	15-468	454	512
HNV3Z9J01CYATG	58-148	91	15-148	134	756
HNV3Z9J01BVR5G	58-360	303	15-360	346	522
HNV3Z9J01D59PO	59-334	276	15-334	320	503
HNV3Z9J01CP06D	62-474	413	15-474	460	521
HNV3Z9J01AL9KR	61-480	420	15-480	466	523
HNV3Z9J01CE8W2	58-304	247	15-304	290	347
HNV3Z9J01AUHNP	58-339	282	15-339	325	362
HNV3Z9J01A7J0N	66-322	257	15-323	309	485
HNV3Z9J01EJW2B	59-436	378	15-436	422	495
HNV3Z9J01A7ZVQ	37-449	413	15-460	446	546
HNV3Z9J01A0R0Q	57-460	404	15-460	446	498
HNV3Z9J01EDIQO	61-454	394	15-454	440	491
HNV3Z9J01CCIY6	62-321	260	15-351	337	556
HNV3Z9J01CTPLX	57-395	339	15-395	381	487
HNV3Z9J01CJS7P	59-338	280	15-338	324	527
HNV3Z9J01DCVSX	61-348	288	15-383	369	526
HNV3Z9J01DPLPN	60-433	374	15-434	420	544
HNV3Z9J01CVSNR	58-519	462	15-519	505	526
HNV3Z9J01BUMKJ	59-434	376	15-434	420	523
HNV3Z9J01E1B2G	36-36	1	15-93	79	114
HNV3Z9J01EQ709	59-474	416	15-474	460	506
HNV3Z9J01C8FOK	59-393	335	15-393	379	506
HNV3Z9J01BPY7C	61-347	287	15-365	351	537
HNV3Z9J01CG4KO	62-428	367	15-428	414	532
HNV3Z9J01CSXW0	60-321	262	15-321	307	695
HNV3Z9J01CJMS5	58-461	404	15-461	447	498
HNV3Z9J01DEXF8	60-85	26	15-85	71	565
HNV3Z9J01CPOOY	58-357	300	15-357	343	520
HNV3Z9J01AP5F4	38-458	421	15-477	463	506
HNV3Z9J01D51DZ	58-455	398	15-455	441	530
HNV3Z9J01DE9VZ	61-515	455	15-515	501	520
HNV3Z9J01C8KX4	63-373	311	15-403	389	535
HNV3Z9J01C9P93	58-424	367	15-424	410	521
HNV3Z9J01C98Q0	59-426	368	15-426	412	493
HNV3Z9J01BOFJP	59-371	313	15-371	357	497
HNV3Z9J01B9KKI	57-332	276	15-332	318	510
HNV3Z9J01BJHS7	61-476	416	15-476	462	524
HNV3Z9J01DJY1K	58-429	372	15-429	415	521
HNV3Z9J01CRXLO	61-365	305	15-365	351	370
HNV3Z9J01B306Q	60-314	255	15-314	300	526
HNV3Z9J01DBQ0F	37-454	418	15-454	440	540
HNV3Z9J01C95DS	38-423	386	15-441	427	502
HNV3Z9J01CNSF7	37-338	302	15-338	324	503
HNV3Z9J01C7MKL	58-277	220	15-277	263	523
HNV3Z9J01DYSB1	60-430	371	15-430	416	512
HNV3Z9J01AP5XI	62-192	131	15-192	178	533
HNV3Z9J01D3HGB	65-343	279	15-343	329	352
HNV3Z9J01DJRSW	61-451	391	15-451	437	520
HNV3Z9J01EBKPD	77-456	380	15-456	442	526
HNV3Z9J01AJ1MX	61-326	266	15-326	312	538
HNV3Z9J01DSO2K	38-48	11	15-48	34	523
HNV3Z9J01B88BD	60-440	381	15-440	426	509
HNV3Z9J01ED5C8	37-380	344	15-380	366	526
HNV3Z9J01CTKE0	60-105	46	15-105	91	532
HNV3Z9J01DYZ83	58-418	361	15-418	404	523
HNV3Z9J01DGIB7	58-454	397	15-487	473	493
HNV3Z9J01EEA5V	68-419	352	15-419	405	549
HNV3Z9J01COE2S	57-403	347	15-403	389	516
HNV3Z9J01CQFCB	61-382	322	15-382	368	575
HNV3Z9J01DZWLN	61-365	305	15-365	351	527
HNV3Z9J01DSQGF	37-37	1	15-56	42	681
HNV3Z9J01BTMD6	58-385	328	15-385	371	504
HNV3Z9J01DVHZ4	58-310	253	15-310	296	320
HNV3Z9J01DQKN9	62-297	236	15-297	283	523
HNV3Z9J01C3AH4	59-134	76	15-134	120	559
HNV3Z9J01DZYOQ	59-471	413	15-471	457	535
HNV3Z9J01D2XCD	59-351	293	15-351	337	534
HNV3Z9J01BK1PB	37-348	312	15-348	334	525
HNV3Z9J01AO0FI	61-302	242	15-302	288	521
HNV3Z9J01AWJSQ	58-418	361	15-418	404	501
HNV3Z9J01A40E9	38-81	44	15-81	67	623
HNV3Z9J01CAKWQ	62-372	311	15-404	390	538
HNV3Z9J01C1Y93	37-400	364	15-419	405	526
HNV3Z9J01DU8FA	58-416	359	15-416	402	537
HNV3Z9J01CATC1	58-358	301	15-358	344	524
HNV3Z9J01ECN4C	37-465	429	15-465	451	508
HNV3Z9J01BQZ8B	58-395	338	15-395	381	529
HNV3Z9J01DNE2O	37-37	1	15-74	60	645
HNV3Z9J01CC1NO	57-373	317	15-375	361	508
HNV3Z9J01AT0W6	58-376	319	15-376	362	505
HNV3Z9J01A4VAY	41-129	89	16-129	114	592
HNV3Z9J01DMNZK	58-143	86	15-143	129	522
HNV3Z9J01AHNVK	63-109	47	15-109	95	785
HNV3Z9J01EDQJ0	60-431	372	15-431	417	499
HNV3Z9J01CUBVT	67-402	336	15-402	388	490
HNV3Z9J01C1S44	58-478	421	15-478	464	513
HNV3Z9J01AJELE	79-452	374	15-452	438	474
HNV3Z9J01EKURA	61-405	345	15-405	391	416
HNV3Z9J01EV43S	58-379	322	15-379	365	382
HNV3Z9J01EX0XH	58-313	256	15-313	299	324
HNV3Z9J01DPNU8	57-406	350	15-430	416	500
HNV3Z9J01AC010	38-147	110	15-147	133	587
HNV3Z9J01D1KI3	57-455	399	15-455	441	526
HNV3Z9J01EIFOS	59-456	398	15-456	442	534
HNV3Z9J01BDYGA	60-316	257	15-316	302	536
HNV3Z9J01DMZWF	59-375	317	15-375	361	504
HNV3Z9J01CKURZ	60-125	66	15-144	130	857
HNV3Z9J01D1O18	38-105	68	15-105	91	846
HNV3Z9J01CGDY6	59-467	409	15-467	453	523
HNV3Z9J01ARZ93	62-338	277	15-338	324	517
HNV3Z9J01AZJ57	58-358	301	15-358	344	519
HNV3Z9J01EFGNC	38-51	14	15-51	37	654
HNV3Z9J01DOVM7	60-376	317	15-376	362	495
HNV3Z9J01D39OT	37-347	311	15-347	333	534
HNV3Z9J01C5GJ7	79-224	146	15-224	210	751
HNV3Z9J01BG1RG	79-389	311	15-416	402	543
HNV3Z9J01EY7C3	37-279	243	15-279	265	506
HNV3Z9J01BGLHV	58-455	398	15-455	441	504
HNV3Z9J01BGP20	58-143	86	15-143	129	1001
HNV3Z9J01CPFA3	73-410	338	15-410	396	552
HNV3Z9J01BCU7G	57-323	267	15-323	309	522
HNV3Z9J01BP8HO	58-113	56	15-113	99	781
HNV3Z9J01DQFNG	58-387	330	15-387	373	496
HNV3Z9J01D6XLI	58-194	137	15-194	180	354
HNV3Z9J01DQYF1	60-325	266	15-349	335	506
HNV3Z9J01BQ0FP	62-129	68	15-139	125	505
HNV3Z9J01DQ3ZZ	57-455	399	15-455	441	529
HNV3Z9J01BW5GP	61-480	420	15-480	466	522
HNV3Z9J01B2AOQ	38-396	359	15-396	382	556
HNV3Z9J01BKNUX	58-403	346	15-403	389	427
HNV3Z9J01ALJED	62-84	23	15-84	70	739
HNV3Z9J01DXELO	58-207	150	15-207	193	529
HNV3Z9J01AIFV5	60-387	328	15-387	373	519
HNV3Z9J01AI0VA	58-401	344	15-407	393	533
HNV3Z9J01AVNXS	59-264	206	15-264	250	493
HNV3Z9J01AQ3FT	59-430	372	15-430	416	500
HNV3Z9J01AZD98	58-252	195	15-252	238	494
HNV3Z9J01BWL8U	60-333	274	15-333	319	544
HNV3Z9J01B1A0Z	60-438	379	15-438	424	492
HNV3Z9J01A6MPC	59-410	352	15-410	396	495
HNV3Z9J01BGJW0	38-397	360	15-397	383	521
HNV3Z9J01CD370	60-436	377	15-436	422	492
HNV3Z9J01CYJRD	62-336	275	15-347	333	514
HNV3Z9J01DY42O	38-189	152	15-189	175	541
HNV3Z9J01C7BTB	63-473	411	15-473	459	517
HNV3Z9J01BX461	37-169	133	15-169	155	556
HNV3Z9J01CG1RX	38-457	420	15-457	443	536
HNV3Z9J01CPUZR	60-109	50	15-109	95	544
HNV3Z9J01C026C	61-461	401	15-461	447	538
HNV3Z9J01A2ESF	60-226	167	15-226	212	229
HNV3Z9J01BA6OR	56-394	339	15-394	380	511
HNV3Z9J01AYWS8	63-271	209	15-271	257	696
HNV3Z9J01EQE86	61-398	338	15-430	416	522
HNV3Z9J01A23OP	58-412	355	15-412	398	418
HNV3Z9J01DUSH4	60-313	254	15-313	299	537
HNV3Z9J01BRVIM	62-400	339	15-400	386	514
HNV3Z9J01B2X8A	37-236	200	15-236	222	564
HNV3Z9J01BEY0J	58-392	335	15-408	394	494
HNV3Z9J01DTP7P	58-214	157	15-214	200	329
HNV3Z9J01BV2WJ	37-324	288	15-324	310	498
HNV3Z9J01EURJS	58-412	355	15-412	398	550
HNV3Z9J01BA8QZ	65-106	42	16-106	91	552
HNV3Z9J01AQ7RI	37-295	259	15-295	281	520
HNV3Z9J01DKTXX	59-77	19	15-108	94	498
HNV3Z9J01BQ35V	59-341	283	15-341	327	513
HNV3Z9J01D9SLD	58-403	346	15-403	389	529
HNV3Z9J01C5D7W	59-73	15	15-73	59	443
HNV3Z9J01A77YG	60-381	322	15-381	367	510
HNV3Z9J01AE5Z7	60-104	45	15-118	104	276
HNV3Z9J01B7DPH	59-512	454	15-512	498	519
HNV3Z9J01EUHL8	58-382	325	15-382	368	530
HNV3Z9J01EMVEJ	60-334	275	15-334	320	529
HNV3Z9J01EZG7Z	59-450	392	15-450	436	533
HNV3Z9J01DY6HN	59-139	81	15-139	125	564
HNV3Z9J01CI2RL	57-94	38	15-94	80	647
HNV3Z9J01D3XQI	65-341	277	15-341	327	355
HNV3Z9J01B3DAA	62-281	220	15-281	267	540
HNV3Z9J01D00IP	59-334	276	15-334	320	544
HNV3Z9J01BR16K	37-136	100	15-136	122	647
HNV3Z9J01DRDLX	59-433	375	15-433	419	493
HNV3Z9J01DD05C	59-424	366	15-424	410	514
HNV3Z9J01C3US7	37-405	369	15-405	391	513
HNV3Z9J01CJ2ZD	59-361	303	15-361	347	522
HNV3Z9J01DC1JX	60-321	262	15-321	307	519
HNV3Z9J01CQ69R	57-355	299	15-355	341	483
HNV3Z9J01APFEB	37-361	325	15-361	347	537
HNV3Z9J01AFX3G	59-317	259	15-317	303	532
HNV3Z9J01E2JJU	37-112	76	15-112	98	748
HNV3Z9J01BY7O2	60-472	413	15-472	458	497
HNV3Z9J01DHEZG	37-37	1	15-52	38	538
HNV3Z9J01CTBCE	61-275	215	15-275	261	514
HNV3Z9J01D07DF	61-480	420	15-480	466	525
HNV3Z9J01AJWS8	59-431	373	15-431	417	517
HNV3Z9J01A632E	57-57	1	15-57	43	684
HNV3Z9J01CR4T1	94-127	34	15-127	113	128
HNV3Z9J01C59HQ	58-420	363	15-420	406	519
HNV3Z9J01A56MT	59-389	331	15-420	406	509
HNV3Z9J01DI2CE	37-386	350	15-386	372	510
HNV3Z9J01CCWKB	58-425	368	15-425	411	524
HNV3Z9J01EKMIA	37-37	1	15-46	32	625
HNV3Z9J01AV0Y0	59-364	306	15-364	350	520
HNV3Z9J01DRPI9	58-350	293	15-350	336	530
HNV3Z9J01CYA7I	59-370	312	15-370	356	512
HNV3Z9J01CW514	58-371	314	15-371	357	526
HNV3Z9J01APXHQ	67-256	190	15-256	242	503
HNV3Z9J01ES97X	57-247	191	15-247	233	547
HNV3Z9J01B6QR0	60-356	297	15-356	342	451
HNV3Z9J01A0ZM5	58-139	82	15-139	125	766
HNV3Z9J01EKLDM	61-401	341	15-401	387	535
HNV3Z9J01D3LFJ	62-494	433	15-494	480	535
HNV3Z9J01DQ7ZT	60-480	421	15-480	466	500
HNV3Z9J01CN0ZM	59-267	209	15-294	280	335
HNV3Z9J01AWALZ	37-282	246	15-282	268	490
HNV3Z9J01AQ6AI	63-105	43	15-105	91	541
HNV3Z9J01C7RS8	38-78	41	15-78	64	667
HNV3Z9J01C8IWE	61-141	81	15-141	127	587
HNV3Z9J01ENX10	37-416	380	15-416	402	524
HNV3Z9J01DWQ1D	37-432	396	15-432	418	543
HNV3Z9J01CSPY6	62-227	166	15-227	213	679
HNV3Z9J01CREYK	58-108	51	15-138	124	948
HNV3Z9J01EUT99	58-479	422	15-479	465	519
HNV3Z9J01ACY5P	60-360	301	15-360	346	494
HNV3Z9J01DQ6L6	59-422	364	15-422	408	497
HNV3Z9J01BVZYM	58-496	439	15-496	482	505
HNV3Z9J01DVC2Q	60-298	239	15-298	284	527
HNV3Z9J01C6INW	56-320	265	15-320	306	533
HNV3Z9J01DT254	37-385	349	15-385	371	526
HNV3Z9J01BAPDZ	59-475	417	15-475	461	517
HNV3Z9J01CQ241	63-327	265	15-327	313	518
HNV3Z9J01D9GEV	59-343	285	15-343	329	513
HNV3Z9J01AWTBA	61-211	151	15-211	197	684
HNV3Z9J01BFWD3	62-470	409	15-470	456	525
HNV3Z9J01ERMIL	61-354	294	15-354	340	539
HNV3Z9J01CS6GQ	61-440	380	15-440	426	521
HNV3Z9J01EMYD5	60-401	342	15-401	387	523
HNV3Z9J01DU1OM	69-437	369	15-449	435	535
HNV3Z9J01C9ASA	58-322	265	15-322	308	324
HNV3Z9J01BF8TM	59-274	216	15-274	260	547
HNV3Z9J01CXEHY	59-359	301	15-359	345	531
HNV3Z9J01D2RTX	66-94	29	15-115	101	545
HNV3Z9J01C4DA0	37-386	350	15-386	372	511
HNV3Z9J01EUZ8Y	62-281	220	15-332	318	378
HNV3Z9J01A64AE	58-408	351	15-408	394	519
HNV3Z9J01DSIME	59-393	335	15-393	379	521
HNV3Z9J01A927H	60-413	354	15-413	399	531
HNV3Z9J01DV21I	59-392	334	15-392	378	516
HNV3Z9J01CZR3I	38-45	8	15-45	31	597
HNV3Z9J01C98IZ	57-486	430	15-486	472	532
HNV3Z9J01DB5JO	59-384	326	15-384	370	492
HNV3Z9J01DW44K	61-463	403	15-463	449	530
HNV3Z9J01CS9IR	59-464	406	15-464	450	511
HNV3Z9J01EN0XW	59-422	364	15-422	408	502
HNV3Z9J01E07ZB	37-346	310	15-346	332	526
HNV3Z9J01DHZ3Z	60-313	254	15-313	299	495
HNV3Z9J01DWEKR	37-37	1	15-68	54	380
HNV3Z9J01E60NX	60-437	378	15-437	423	493
HNV3Z9J01B2EDM	62-281	220	15-281	267	531
HNV3Z9J01CHUCQ	56-384	329	15-384	370	525
HNV3Z9J01AKWJ6	40-81	42	15-81	67	709
HNV3Z9J01EQRR6	59-474	416	15-474	460	504
HNV3Z9J01A5TS1	37-393	357	15-393	379	511
HNV3Z9J01A8HMQ	58-292	235	15-297	283	493
HNV3Z9J01B1745	58-237	180	15-237	223	660
HNV3Z9J01BRY90	69-439	371	15-456	442	535
HNV3Z9J01CWQB9	57-223	167	15-223	209	232
HNV3Z9J01AJEBX	58-380	323	15-380	366	537
HNV3Z9J01ATOYH	66-391	326	15-391	377	496
HNV3Z9J01EO5T9	58-395	338	15-395	381	527
HNV3Z9J01CHLWW	37-37	1	15-59	45	724
HNV3Z9J01D7KVO	37-389	353	15-389	375	535
HNV3Z9J01AWB3M	60-497	438	15-497	483	529
HNV3Z9J01B1VKH	37-402	366	15-445	431	491
HNV3Z9J01CJK0G	38-281	244	15-281	267	528
HNV3Z9J01D3VN3	58-448	391	15-448	434	525
HNV3Z9J01B1BBE	59-352	294	15-352	338	533
HNV3Z9J01AW92I	65-364	300	15-364	350	511
HNV3Z9J01AOVQK	61-425	365	15-425	411	501
HNV3Z9J01BTYVB	77-373	297	15-373	359	526
HNV3Z9J01C6Y3C	63-99	37	15-99	85	567
HNV3Z9J01DQH9Z	61-62	2	15-62	48	568
HNV3Z9J01BPLI9	38-315	278	15-315	301	531
HNV3Z9J01ENI8C	38-390	353	15-390	376	527
HNV3Z9J01AS7HF	61-371	311	15-373	359	507
HNV3Z9J01CMTGU	60-393	334	15-393	379	498
HNV3Z9J01D3TA6	59-333	275	15-333	319	337
HNV3Z9J01DXQZM	59-460	402	15-460	446	497
HNV3Z9J01DXVYX	59-488	430	15-488	474	491
HNV3Z9J01EXS3P	58-201	144	15-201	187	773
HNV3Z9J01BQEJU	58-404	347	15-404	390	522
HNV3Z9J01ALHLV	62-347	286	15-377	363	525
HNV3Z9J01CACJG	58-471	414	15-471	457	503
HNV3Z9J01BCAFA	63-412	350	15-412	398	544
HNV3Z9J01CFUDP	59-318	260	15-318	304	542
HNV3Z9J01BTVPM	56-398	343	15-398	384	507
HNV3Z9J01CF2YL	59-133	75	15-169	155	235
HNV3Z9J01DMFC8	37-321	285	15-321	307	324
HNV3Z9J01DDS1Q	37-354	318	15-354	340	534
HNV3Z9J01CCYZU	56-338	283	15-338	324	510
HNV3Z9J01CZT08	62-204	143	15-238	224	543
HNV3Z9J01BLGJN	61-332	272	15-345	331	521
HNV3Z9J01BJOPW	62-394	333	15-394	380	514
HNV3Z9J01A19FJ	69-373	305	15-373	359	547
HNV3Z9J01B39HH	58-231	174	15-231	217	234
HNV3Z9J01DR56X	38-49	12	15-49	35	627
HNV3Z9J01BCLG3	40-252	213	15-252	238	542
HNV3Z9J01DQRN0	60-468	409	15-468	454	493
HNV3Z9J01E13RW	59-416	358	15-465	451	503
HNV3Z9J01CQESO	58-354	297	15-354	340	512
HNV3Z9J01EHNLH	60-316	257	15-316	302	320
HNV3Z9J01DZTSQ	61-347	287	15-347	333	538
HNV3Z9J01AWR7K	61-347	287	15-371	357	539
HNV3Z9J01CRWJG	62-428	367	15-428	414	529
HNV3Z9J01DD5GJ	59-295	237	15-295	281	540
HNV3Z9J01EMM6T	57-441	385	15-441	427	531
HNV3Z9J01DO6DE	38-79	42	15-79	65	662
HNV3Z9J01BVKPQ	61-334	274	15-334	320	517
HNV3Z9J01B46B2	67-145	79	15-145	131	529
HNV3Z9J01C8GJD	57-314	258	15-314	300	510
HNV3Z9J01DTUOV	81-157	77	15-157	143	506
HNV3Z9J01A7MBD	38-93	56	15-93	79	719
HNV3Z9J01D8LJZ	38-293	256	15-293	279	559
HNV3Z9J01B5YTI	59-189	131	15-202	188	508
HNV3Z9J01EYCG6	38-85	48	15-85	71	550
HNV3Z9J01COUPU	35-396	362	15-396	382	550
HNV3Z9J01EKQ86	37-358	322	15-358	344	518
HNV3Z9J01DQU81	60-95	36	15-95	81	855
HNV3Z9J01CLF62	57-410	354	15-410	396	528
HNV3Z9J01DCE59	60-350	291	15-350	336	501
HNV3Z9J01EUSN9	60-443	384	15-443	429	494
HNV3Z9J01BZHXG	60-378	319	15-378	364	400
HNV3Z9J01BP3QH	61-381	321	15-381	367	575
HNV3Z9J01DUTBY	58-302	245	15-302	288	605
HNV3Z9J01DQDRU	79-335	257	15-335	321	539
HNV3Z9J01CL5MI	61-302	242	15-302	288	545
HNV3Z9J01DG4E9	60-454	395	15-454	440	492
HNV3Z9J01B8R4X	58-421	364	15-421	407	525
HNV3Z9J01C3HLG	62-96	35	15-96	82	607
HNV3Z9J01CF4D3	37-192	156	15-192	178	628
HNV3Z9J01D4FUJ	58-405	348	15-405	391	516
HNV3Z9J01E4ESO	66-408	343	15-408	394	488
HNV3Z9J01CVVYU	61-325	265	15-325	311	559
HNV3Z9J01EIZ5D	59-87	29	15-87	73	753
HNV3Z9J01AG5CE	59-347	289	15-347	333	504
HNV3Z9J01DJFFI	57-369	313	15-369	355	515
HNV3Z9J01CQ6PJ	63-411	349	15-411	397	519
HNV3Z9J01DUW3T	55-400	346	15-407	393	518
HNV3Z9J01BJFCY	37-290	254	15-290	276	550
HNV3Z9J01C1LW7	66-390	325	15-390	376	487
HNV3Z9J01CHCJ1	38-465	428	15-465	451	513
HNV3Z9J01C60FX	60-265	206	15-302	288	523
HNV3Z9J01B6IUZ	59-371	313	15-381	367	493
HNV3Z9J01DUBUK	38-283	246	15-283	269	508
HNV3Z9J01BIE6E	60-266	207	15-266	252	540
HNV3Z9J01BH5TS	57-395	339	15-395	381	474
HNV3Z9J01B8A1N	66-292	227	15-292	278	486
HNV3Z9J01A5ZCI	59-435	377	15-435	421	520
HNV3Z9J01BHVNQ	15-146	132	15-146	132	604
HNV3Z9J01COCI2	60-201	142	15-201	187	532
HNV3Z9J01C9M8X	58-318	261	15-318	304	323
HNV3Z9J01A1WUP	59-335	277	15-335	321	339
HNV3Z9J01DXI5F	37-398	362	15-398	384	549
HNV3Z9J01DP1RE	59-410	352	15-410	396	503
HNV3Z9J01EC7N8	59-489	431	15-489	475	505
HNV3Z9J01DOMSE	37-387	351	15-389	375	509
HNV3Z9J01DYMLZ	58-244	187	15-244	230	802
HNV3Z9J01BLQJU	59-450	392	15-450	436	530
HNV3Z9J01DN70N	59-391	333	15-419	405	510
HNV3Z9J01ANCPG	59-472	414	15-481	467	504
HNV3Z9J01A265T	37-288	252	15-288	274	516
HNV3Z9J01B8D2S	57-315	259	15-315	301	477
HNV3Z9J01B63PJ	37-373	337	15-373	359	510
HNV3Z9J01D67EE	58-241	184	15-241	227	663
HNV3Z9J01BDHEE	61-238	178	15-238	224	566
HNV3Z9J01CSHCP	61-434	374	15-434	420	524
HNV3Z9J01BC7YK	58-58	1	15-58	44	558
HNV3Z9J01BVH6K	58-107	50	15-107	93	468
HNV3Z9J01DRH4U	58-433	376	15-433	419	521
HNV3Z9J01EDI8R	60-456	397	15-456	442	530
HNV3Z9J01CQDSY	60-370	311	15-370	356	546
HNV3Z9J01BBZ6W	37-307	271	15-307	293	505
HNV3Z9J01C8FT9	59-388	330	15-388	374	533
HNV3Z9J01BDRNR	60-92	33	15-92	78	673
HNV3Z9J01CHAK2	37-402	366	15-402	388	506
HNV3Z9J01A5SCF	60-321	262	15-321	307	536
HNV3Z9J01D5JL9	62-192	131	15-192	178	523
HNV3Z9J01EUX3E	60-467	408	15-467	453	535
HNV3Z9J01DBP2E	60-205	146	15-240	226	635
HNV3Z9J01EFB9T	57-411	355	15-411	397	426
HNV3Z9J01BEIJ3	61-97	37	15-97	83	522
HNV3Z9J01C2KOR	38-335	298	15-335	321	534
HNV3Z9J01DCE7C	66-361	296	15-361	347	487
HNV3Z9J01ERVHV	57-129	73	15-129	115	284
HNV3Z9J01DK06F	63-98	36	15-98	84	617
HNV3Z9J01ESSYH	58-431	374	15-431	417	522
HNV3Z9J01CGLPU	61-468	408	15-468	454	526
HNV3Z9J01B0ZJ7	60-266	207	15-290	276	527
HNV3Z9J01BQOC3	59-408	350	15-408	394	533
HNV3Z9J01EBVIP	58-433	376	15-433	419	524
HNV3Z9J01BUJEP	61-398	338	15-398	384	537
HNV3Z9J01B7H31	59-310	252	15-310	296	513
HNV3Z9J01CWKIL	39-69	31	15-69	55	631
HNV3Z9J01A2YH0	61-310	250	15-310	296	519
HNV3Z9J01C37BQ	60-383	324	15-383	369	495
HNV3Z9J01DZDT8	60-371	312	15-371	357	533
HNV3Z9J01CQJLV	59-419	361	16-419	404	526
HNV3Z9J01AK53P	59-375	317	15-375	361	518
HNV3Z9J01EZ0O7	60-372	313	15-372	358	533
HNV3Z9J01BNH2F	39-280	242	15-314	300	497
HNV3Z9J01AUYLO	59-434	376	15-434	420	532
HNV3Z9J01CP2DL	60-382	323	15-382	368	541
HNV3Z9J01EB740	37-56	20	15-56	42	691
HNV3Z9J01D8D8E	37-382	346	15-382	368	509
HNV3Z9J01C3ISC	56-401	346	15-408	394	524
HNV3Z9J01BNV1S	58-226	169	15-226	212	229
HNV3Z9J01B9EK4	38-390	353	15-390	376	545
HNV3Z9J01DL294	59-124	66	15-176	162	238
HNV3Z9J01AYBKE	37-237	201	15-237	223	541
HNV3Z9J01E4UDB	62-479	418	15-487	473	520
HNV3Z9J01COALE	60-482	423	15-489	475	523
HNV3Z9J01DQ1F2	79-390	312	15-425	411	536
HNV3Z9J01CMG48	60-500	441	15-508	494	528
HNV3Z9J01CVRKW	59-103	45	15-103	89	535
HNV3Z9J01AURTD	58-357	300	15-357	343	516
HNV3Z9J01AW5Y4	58-303	246	15-303	289	531
HNV3Z9J01DNTHG	37-53	17	15-53	39	543
HNV3Z9J01EQBS1	58-484	427	15-485	471	531
HNV3Z9J01BJEZP	60-385	326	15-385	371	525
HNV3Z9J01CGBJS	60-335	276	15-335	321	512
HNV3Z9J01CWZ0O	60-431	372	15-431	417	495
HNV3Z9J01DUCZC	61-332	272	15-332	318	515
HNV3Z9J01ADS6Q	61-440	380	15-440	426	522
HNV3Z9J01AOE2H	61-437	377	15-437	423	493
HNV3Z9J01CVTGX	59-378	320	15-378	364	497
HNV3Z9J01C38VS	38-360	323	15-360	346	892
HNV3Z9J01BGSWC	59-321	263	15-321	307	339
HNV3Z9J01CA5DQ	61-370	310	15-403	389	479
HNV3Z9J01BCQDU	59-344	286	15-344	330	503
HNV3Z9J01AYG52	59-478	420	15-484	470	526
HNV3Z9J01CV0TG	69-437	369	15-452	438	548
HNV3Z9J01DM2J1	57-244	188	15-244	230	717
HNV3Z9J01DH2AZ	58-172	115	15-172	158	330
HNV3Z9J01AVLSW	57-407	351	15-407	393	542
HNV3Z9J01A6TU3	66-350	285	15-350	336	542
HNV3Z9J01B3NYF	37-336	300	15-336	322	522
HNV3Z9J01D0F0T	58-297	240	15-297	283	524
HNV3Z9J01C4HH6	60-426	367	15-426	412	504
HNV3Z9J01EDFW2	37-312	276	15-312	298	518
HNV3Z9J01C451K	66-369	304	15-369	355	500
HNV3Z9J01EKEXN	58-466	409	15-466	452	471
HNV3Z9J01EUVOJ	59-431	373	15-431	417	497
HNV3Z9J01EZLIT	60-389	330	15-389	375	516
HNV3Z9J01DNSDS	37-37	1	15-55	41	536
HNV3Z9J01D6AMU	38-381	344	15-381	367	513
HNV3Z9J01DYC5V	59-167	109	15-167	153	553
